OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
355,32703,683,48,Orange,Orange-32703,Apopka,"Apopka, Ocoee, Clarcona, Forest City, Lockhart, Paradise Heights, South Apopka, Wekiwa Springs",705,Orange-32703,"Apopka, Forest City, Winter Park",3810,3810,0.736955459,0.009062706
356,32703,684,59,Seminole,Seminole-32703,Apopka,"Forest City, Lockhart, Wekiwa Springs",993,Seminole-32703,"Apopka, Forest City, Orlando",115,115,0.133846699,0.000870293
357,32707,685,59,Seminole,Seminole-32707,Casselberry,"Altamonte Springs, Longwood, Casselberry, Winter Springs, Fern Park",994,Seminole-32707,"Apopka, Casselberry, Maitland, Orlando, Winter Park",2323,2323,0.323575549,0.002555412
358,32708,686,59,Seminole,Seminole-32708,Winter Springs,"Oviedo, Longwood, Casselberry, Winter Springs, Black Hammock",995,Seminole-32708,"Casselberry, Maitland, Orlando, Winter Park, Winter Springs",2832,2832,0.495059003,0.005065808
359,32709,688,48,Orange,Orange-32709,Christmas,"Bithlo, Christmas, Wedgefield",706,Orange-32709,Christmas,118,118,1.494471464,0.035650387
360,32712,692,48,Orange,Orange-32712,Apopka,"Apopka, Mount Plymouth, Wekiwa Springs, Zellwood",707,Orange-32712,"Apopka, Orlando",3246,3246,0.65909187,0.015047696
361,32713,696,64,Volusia,Volusia-32713,Debary,"DeBary, Deltona, Orange City",1085,Volusia-32713,"Debary, Orlando",1227,1227,0.433626433,0.00522283
362,32714,698,59,Seminole,Seminole-32714,Altamonte Springs,"Altamonte Springs, Forest City, Lockhart, Wekiwa Springs",996,Seminole-32714,"Altamonte Springs, Apopka, Forest City, Lake Mary, Maitland, Orlando, Winter Park",2649,2649,0.222399049,0.002138052
363,32720,699,35,Lake,Lake-32720,Deland,"Lake Kathryn, Lake Mack-Forest Hills",514,Lake-32720,Deland,5,5,0.897295089,0.00963629
364,32720,701,64,Volusia,Volusia-32720,Deland,"DeLand, Orange City, DeLand Southwest, De Leon Springs, North DeLand, West DeLand",1086,Volusia-32720,"Apopka, Deland",2051,2051,0.910812868,0.015138845
365,32724,702,64,Volusia,Volusia-32724,Deland,"Lake Helen, DeLand, DeLand Southwest, De Leon Springs, North DeLand",1087,Volusia-32724,"Deland, Maitland, Orlando",2446,2446,1.366789678,0.025991711
366,32725,704,64,Volusia,Volusia-32725,Deltona,"DeBary, DeLand, Deltona, Orange City",1088,Volusia-32725,"Daytona Beach, Deltona, Enterprise, Maitland, Orlando",3197,3197,0.641067892,0.008721062
367,32726,705,35,Lake,Lake-32726,Eustis,"Tavares, Eustis, Mount Dora",515,Lake-32726,"Eustis, Maitland, Winter Park",1618,1618,0.48269363,0.005100823
368,32730,706,59,Seminole,Seminole-32730,Casselberry,"Altamonte Springs, Casselberry, Fern Park",997,Seminole-32730,"Casselberry, Fern Park, Sanford",407,407,0.108046388,0.000359476
369,32732,707,59,Seminole,Seminole-32732,Geneva,"Black Hammock, Geneva",998,Seminole-32732,"Geneva, Orlando",253,253,0.771656313,0.014865071
370,32735,709,35,Lake,Lake-32735,Grand Island,Eustis,516,Lake-32735,Grand Island,323,323,0.335972558,0.002380091
371,32736,710,35,Lake,Lake-32736,Eustis,"Eustis, Mount Dora, Pine Lakes",517,Lake-32736,Eustis,583,583,1.190669216,0.022286086
372,32738,711,64,Volusia,Volusia-32738,Deltona,"Lake Helen, Deltona",1089,Volusia-32738,"Deltona, Orlando",2863,2863,0.562360722,0.007007241
373,32744,712,64,Volusia,Volusia-32744,Lake Helen,"Lake Helen, DeLand, Deltona",1090,Volusia-32744,Lake Helen,167,167,0.317816071,0.00328895
374,32746,715,59,Seminole,Seminole-32746,Lake Mary,"Sanford, Lake Mary, Heathrow",999,Seminole-32746,"Apopka, Heathrow, Lake Mary, Maitland, Orlando",2616,2616,0.480390556,0.005121998
375,32750,716,59,Seminole,Seminole-32750,Longwood,"Altamonte Springs, Lake Mary, Longwood, Casselberry, Winter Springs, Wekiwa Springs",1000,Seminole-32750,"Longwood, Sanford",1471,1471,0.315723583,0.002788915
376,32751,717,48,Orange,Orange-32751,Maitland,"Altamonte Springs, Eatonville, Maitland, Casselberry, Winter Park, Fairview Shores, Fern Park",708,Orange-32751,"Eatonville, Maitland",1676,1676,0.241670535,0.001487182
377,32751,718,59,Seminole,Seminole-32751,Maitland,"Altamonte Springs, Casselberry, Winter Park, Fern Park",1001,Seminole-32751,"Eatonville, Maitland",80,80,0.219436834,0.000453821
378,32754,719,5,Brevard,Brevard-32754,Mims,Mims,48,Brevard-32754,Mims,439,439,0.671827011,0.020655142
379,32754,721,64,Volusia,Volusia-32754,Mims,Mims,1091,Volusia-32754,Mims,<5,-2,0.782662136,0.011665874
380,32757,722,35,Lake,Lake-32757,Mount Dora,"Tavares, Eustis, Mount Dora",518,Lake-32757,"Apopka, Mount Dora, Zellwood",1877,1877,0.739557075,0.007607245
381,32757,723,48,Orange,Orange-32757,Mount Dora,"Mount Dora, Tangerine, Zellwood",709,Orange-32757,Mount Dora,14,14,0.566805582,0.01171613
382,32759,725,64,Volusia,Volusia-32759,Oak Hill,"Edgewater, Oak Hill",1092,Volusia-32759,Oak Hill,143,143,0.637690484,0.009869031
383,32763,727,64,Volusia,Volusia-32763,Orange City,"DeBary, DeLand, Deltona, Orange City",1093,Volusia-32763,Orange City,1568,1568,0.445619466,0.005703544
384,32764,729,64,Volusia,Volusia-32764,Osteen,Deltona,1094,Volusia-32764,Osteen,148,148,1.489217496,0.026957043
385,32765,731,59,Seminole,Seminole-32765,Oviedo,"Oviedo, Winter Springs, Black Hammock",1002,Seminole-32765,"Apopka, Maitland, Orlando, Ovido, Oviedo, University Of Central Fl, Windermere",3933,3933,0.679104549,0.009848506
386,32766,733,59,Seminole,Seminole-32766,Oviedo,"Oviedo, Chuluota",1003,Seminole-32766,"Chuluota, Orlando, Oviedo",901,901,0.728672791,0.011315114
387,32767,735,35,Lake,Lake-32767,Paisley,"Lake Kathryn, Paisley",519,Lake-32767,Paisley,122,122,0.869269963,0.01474936
388,32771,738,59,Seminole,Seminole-32771,Sanford,"Sanford, Lake Mary, DeBary, Heathrow, Midway",1004,Seminole-32771,"Deltona, Orlando, Sanford",3757,3757,0.68541396,0.01069073
389,32773,740,59,Seminole,Seminole-32773,Sanford,"Sanford, Lake Mary, Winter Springs, Black Hammock, Midway",1005,Seminole-32773,"Apopka, Maitland, Orlando, Sandford, Sanford",2305,2305,0.508970469,0.008491854
390,32776,741,35,Lake,Lake-32776,Sorrento,"Mount Dora, Mount Plymouth, Sorrento",520,Lake-32776,"Apopka, Mount Plymouth, Sorrento",738,738,0.7021507,0.010818892
391,32776,742,48,Orange,Orange-32776,Sorrento,"Apopka, Mount Plymouth",710,Orange-32776,Sorrento,<5,-2,0.182048675,7.86E-05
392,32778,744,35,Lake,Lake-32778,Tavares,"Tavares, Astatula, Eustis, Leesburg, Mount Dora, Yalaha",521,Lake-32778,"Apopka, Deer Island, Maitland, Tangerine, Tavares",1842,1842,0.636997273,0.009879708
393,32779,746,59,Seminole,Seminole-32779,Longwood,"Altamonte Springs, Lake Mary, Longwood, Forest City, Wekiwa Springs",1006,Seminole-32779,"Longwood, Orlando, Tangerine, Wekiva Springs, Wekiwa Springs",1826,1826,0.372395838,0.004911564
394,32780,747,5,Brevard,Brevard-32780,Titusville,"Titusville, Port St. John",49,Brevard-32780,"Orlando, Titusville",1794,1794,0.641720385,0.009586764
395,32784,749,35,Lake,Lake-32784,Umatilla,"Eustis, Umatilla, Altoona",522,Lake-32784,"Dona Vista, Umatilla",657,657,0.860512808,0.010937007
396,32784,750,42,Marion,Marion-32784,Umatilla,Umatilla,642,Marion-32784,Umatilla,9,9,0.537941862,0.009008032
397,32789,751,48,Orange,Orange-32789,Winter Park,"Eatonville, Maitland, Orlando, Winter Park, Fairview Shores",711,Orange-32789,"Orlando, Winter Park",1920,1920,0.296316414,0.002326889
398,32792,753,48,Orange,Orange-32792,Winter Park,"Orlando, Casselberry, Winter Park, Goldenrod",712,Orange-32792,"Aloma, Winter Park",2778,2778,0.273097117,0.001429924
399,32792,754,59,Seminole,Seminole-32792,Winter Park,"Casselberry, Winter Park, Goldenrod",1007,Seminole-32792,"Orlando, Winter Park",265,265,0.222238235,0.001559215
400,32796,755,5,Brevard,Brevard-32796,Titusville,"Titusville, Mims",50,Brevard-32796,Titusville,881,881,0.692389666,0.009920942
401,32798,759,48,Orange,Orange-32798,Zellwood,"Apopka, Tangerine, Zellwood",713,Orange-32798,Zellwood,180,180,0.141612299,0.000638303
402,32801,760,48,Orange,Orange-32801,Orlando,Orlando,714,Orange-32801,Orlando,1721,1721,0.142198455,0.000560531
403,32803,761,48,Orange,Orange-32803,Orlando,"Orlando, Winter Park, Fairview Shores",715,Orange-32803,Orlando,1941,1941,0.247280613,0.001848354
404,32804,762,48,Orange,Orange-32804,Orlando,"Orlando, Fairview Shores",716,Orange-32804,"Miami, Orlando",1702,1702,0.212634193,0.001931175
405,32805,763,48,Orange,Orange-32805,Orlando,"Orlando, Holden Heights",717,Orange-32805,"Orlando, Winter Garden",1729,1729,0.243928757,0.001967822
406,32806,764,48,Orange,Orange-32806,Orlando,"Belle Isle, Edgewood, Orlando, Conway, Holden Heights",718,Orange-32806,Orlando,1986,1986,0.232891425,0.00183328
407,32807,765,48,Orange,Orange-32807,Orlando,"Orlando, Winter Park, Azalea Park",719,Orange-32807,"Azalea Park, Longwood, Orlando",3079,3079,0.262670855,0.002041348
408,32808,766,48,Orange,Orange-32808,Orlando,"Orlando, Fairview Shores, Lockhart, Orlovista, Pine Hills",720,Orange-32808,"Orlando, Pine Hills",3511,3511,0.26280299,0.003015036
409,32809,767,48,Orange,Orange-32809,Orlando,"Belle Isle, Edgewood, Orlando, Oak Ridge, Pine Castle, Sky Lake",721,Orange-32809,"Belle Isle, Edgewood, Orlando, Pine Castle",2520,2520,0.437552448,0.003001793
410,32810,768,48,Orange,Orange-32810,Orlando,"Altamonte Springs, Eatonville, Maitland, Orlando, Clarcona, Fairview Shores, Lockhart, Pine Hills",722,Orange-32810,"Lockhart, Maitland, Orlando",2349,2349,0.334482768,0.002367981
411,32811,770,48,Orange,Orange-32811,Orlando,"Orlando, Orlovista",723,Orange-32811,"Orlando, Orlo Vista",3531,3531,0.206640493,0.001841933
412,32812,771,48,Orange,Orange-32812,Orlando,"Belle Isle, Orlando, Conway",724,Orange-32812,"Belle Isle, Orlando",2656,2656,0.313208296,0.002289246
413,32814,772,48,Orange,Orange-32814,Orlando,"Orlando, Winter Park",725,Orange-32814,Orlando,665,665,0.107828832,0.000361097
414,32815,773,5,Brevard,Brevard-32815,Orlando,Orlando,51,Brevard-32815,Orlando,<5,-2,1.429463649,0.03316327
415,32816,775,48,Orange,Orange-32816,Orlando,"Orlando, University",726,Orange-32816,"Alafaya, Orlando, University Of Central Fl, University Of Central Florida",799,799,0.065708468,0.00021289
416,32817,777,48,Orange,Orange-32817,Orlando,"Alafaya, Goldenrod, Union Park, University",727,Orange-32817,"Orlando, Union Park",2615,2615,0.288255575,0.00302108
417,32818,779,48,Orange,Orange-32818,Orlando,"Ocoee, Clarcona, Orlovista, Pine Hills",728,Orange-32818,"Hiawassee, Orlando, Pine Hills",3141,3141,0.442922031,0.002932797
418,32819,780,48,Orange,Orange-32819,Orlando,"Orlando, Bay Hill, Doctor Phillips, Lake Butler, Tangelo Park, Williamsburg",729,Orange-32819,"Orlando, Sand Lake",3199,3199,0.488018224,0.005649978
419,32820,781,48,Orange,Orange-32820,Orlando,"Bithlo, Christmas",730,Orange-32820,"Alafaya, Orlando",577,577,0.388768242,0.006374557
420,32821,782,48,Orange,Orange-32821,Orlando,"Bay Lake, Lake Buena Vista, Williamsburg",731,Orange-32821,"Bay Lake, Orlando",2365,2365,0.349343742,0.003208937
421,32822,784,48,Orange,Orange-32822,Orlando,"Orlando, Azalea Park, Conway",732,Orange-32822,Orlando,5845,5845,0.346997556,0.003244726
422,32824,785,48,Orange,Orange-32824,Orlando,"Belle Isle, Orlando, Meadow Woods, Southchase, Taft",733,Orange-32824,Orlando,6192,6192,0.553594974,0.00766841
423,32825,787,48,Orange,Orange-32825,Orlando,"Alafaya, Rio Pinar, Union Park, University",734,Orange-32825,"Alafaya, Maitland, Orlando",5172,5172,0.478344772,0.005522625
424,32826,788,48,Orange,Orange-32826,Orlando,"Alafaya, University",735,Orange-32826,"Alafaya, Orlando",2007,2007,0.249116736,0.002054821
425,32827,790,48,Orange,Orange-32827,Orlando,Orlando,736,Orange-32827,Orlando,1438,1438,0.497042732,0.006967093
426,32828,792,48,Orange,Orange-32828,Orlando,"Alafaya, Bithlo, University, Wedgefield",737,Orange-32828,"Alafaya, Orlando",5059,5059,0.379507285,0.005175947
427,32829,793,48,Orange,Orange-32829,Orlando,"Orlando, Alafaya, Rio Pinar",738,Orange-32829,Orlando,1839,1839,0.376391853,0.004531179
428,32830,794,48,Orange,Orange-32830,Orlando,"Bay Lake, Lake Buena Vista, Horizon West",739,Orange-32830,"Lake Buena Vista, Orlando",96,96,0.460133041,0.005782576
429,32831,796,48,Orange,Orange-32831,Orlando,"Orlando, Alafaya, Wedgefield",740,Orange-32831,"Alafaya, Orlando",310,310,0.24692179,0.001817741
430,32832,797,48,Orange,Orange-32832,Orlando,"Orlando, Alafaya, Lake Hart, Lake Mary Jane, Wedgefield",741,Orange-32832,Orlando,2811,2811,0.524413929,0.015765502
431,32833,799,48,Orange,Orange-32833,Orlando,"Alafaya, Bithlo, Christmas, Wedgefield",742,Orange-32833,"Alafaya, Orlando",654,654,0.636665904,0.015178096
432,32835,800,48,Orange,Orange-32835,Orlando,"Orlando, Gotha, Lake Butler, Orlovista",743,Orange-32835,Orlando,3621,3621,0.242770456,0.002779243
433,32836,801,48,Orange,Orange-32836,Orlando,"Bay Lake, Lake Buena Vista, Bay Hill, Doctor Phillips, Horizon West, Lake Butler",744,Orange-32836,"Golden Oak, Olando, Orlando",1526,1526,0.419175605,0.004021413
434,32837,802,48,Orange,Orange-32837,Orlando,"Hunters Creek, Southchase, Williamsburg",745,Orange-32837,Orlando,5571,5571,0.352477399,0.005118699
435,32839,804,48,Orange,Orange-32839,Orlando,"Edgewood, Orlando, Holden Heights, Oak Ridge, Pine Castle, Sky Lake",746,Orange-32839,"Edgewood, Maitland, Orlando, Pine Castle",4311,4311,0.248164948,0.002169798
436,32901,805,5,Brevard,Brevard-32901,Melbourne,"Melbourne, Palm Bay, West Melbourne",52,Brevard-32901,Melbourne,2121,2121,0.356261767,0.003034169
437,32903,806,5,Brevard,Brevard-32903,Indialantic,"Melbourne, Indialantic, Indian Harbour Beach",53,Brevard-32903,"Indialantic, Melbourne, University Of Central Florida",756,756,0.234407248,0.000904438
438,32904,807,5,Brevard,Brevard-32904,Melbourne,"Melbourne Village, Melbourne, Palm Bay, West Melbourne, June Park",54,Brevard-32904,"Melbourne, Orlando, West Melbourne",2518,2518,1.055262514,0.015139399
439,32905,808,5,Brevard,Brevard-32905,Palm Bay,"Melbourne, Palm Bay, Malabar, West Melbourne",55,Brevard-32905,"Melbourne, Palm Bay",1568,1568,0.278607261,0.002308611
440,32907,809,5,Brevard,Brevard-32907,Palm Bay,"Palm Bay, Malabar, West Melbourne",56,Brevard-32907,"Melbourne, Palm Bay",2976,2976,0.446059702,0.005637602
441,32908,810,5,Brevard,Brevard-32908,Palm Bay,Palm Bay,57,Brevard-32908,"Melbourne, Palm Bay",1008,1008,0.458988247,0.008275101
442,32909,811,5,Brevard,Brevard-32909,Palm Bay,"Palm Bay, Malabar, Grant-Valkaria",58,Brevard-32909,"Grant Valkaria, Melbourne, Palm Bay",2540,2540,0.625311408,0.013699429
443,32920,813,5,Brevard,Brevard-32920,Cape Canaveral,"Cape Canaveral, Cocoa Beach",59,Brevard-32920,"Cape Canaveral, Orlando, Port Canaveral",452,452,0.25655024,0.001327514
444,32922,814,5,Brevard,Brevard-32922,Cocoa,"Rockledge, Cocoa, Cocoa West",60,Brevard-32922,Cocoa,1056,1056,0.229803818,0.001324397
445,32925,815,5,Brevard,Brevard-32925,Patrick Afb,"Patrick AFB, South Patrick Shores",61,Brevard-32925,Patrick Air Force Base,72,72,0.988697102,0.007602706
446,32926,816,5,Brevard,Brevard-32926,Cocoa,"Rockledge, Cocoa, Cocoa West, Port St. John, Sharpes",62,Brevard-32926,Cocoa,949,949,0.774185557,0.013535223
447,32927,818,5,Brevard,Brevard-32927,Cocoa,"Titusville, Port St. John, Sharpes",63,Brevard-32927,"Cocoa, Port Saint John",1159,1159,0.404908963,0.006300131
448,32931,819,5,Brevard,Brevard-32931,Cocoa Beach,"Cape Canaveral, Cocoa Beach",64,Brevard-32931,Cocoa Beach,751,751,1.253116314,0.001354436
449,32934,820,5,Brevard,Brevard-32934,Melbourne,"Melbourne, West Melbourne",65,Brevard-32934,"Eau Gallie, Melbourne",1131,1131,0.407117378,0.006484382
450,32935,821,5,Brevard,Brevard-32935,Melbourne,"Palm Shores, Melbourne",66,Brevard-32935,"Melbourne, Winter Park",2228,2228,0.317976437,0.002862066
451,32937,822,5,Brevard,Brevard-32937,Satellite Beach,"Satellite Beach, Melbourne, Indian Harbour Beach, Merritt Island, Patrick AFB, South Patrick Shores",67,Brevard-32937,"Indian Harbour Beach, Melbourne, Satellite Beach",1459,1459,0.334736898,0.00169617
452,32940,823,5,Brevard,Brevard-32940,Melbourne,"Palm Shores, Melbourne, Viera East, Viera West",68,Brevard-32940,"Macon, Melbourne, Palm Bay, Palm Shores, University Of Central Florida, Viera",2331,2331,0.389575599,0.005362071
453,32948,824,5,Brevard,Brevard-32948,Fellsmere,Fellsmere,69,Brevard-32948,Fellsmere,<5,-2,0.326494459,0.002720954
454,32948,825,31,Indian River,Indian River-32948,Fellsmere,Fellsmere,480,Indian River-32948,Fellsmere,905,905,0.715675614,0.022006688
455,32949,826,5,Brevard,Brevard-32949,Grant,"Malabar, Grant-Valkaria, Micco",70,Brevard-32949,Grant-valkaria,140,140,0.373415711,0.003937892
456,32950,827,5,Brevard,Brevard-32950,Malabar,"Palm Bay, Malabar, Grant-Valkaria",71,Brevard-32950,"Grant Valkaria, Malabar, Valkaria",284,284,0.326542821,0.004768388
457,32951,828,5,Brevard,Brevard-32951,Melbourne Beach,"Indialantic, Melbourne Beach, Micco",72,Brevard-32951,"Melbourne, Melbourne Beach",440,440,0.852711773,0.002334747
458,32952,829,5,Brevard,Brevard-32952,Merritt Island,"Satellite Beach, Merritt Island",73,Brevard-32952,"Merritt Island, Orlando",1044,1044,1.336383582,0.003169006
459,32953,830,5,Brevard,Brevard-32953,Merritt Island,"Titusville, Merritt Island",74,Brevard-32953,"Merritt Island, Orlando",1409,1409,0.584004233,0.008674957
460,32955,831,5,Brevard,Brevard-32955,Rockledge,"Rockledge, Cocoa, Cocoa West, Viera East, Viera West",75,Brevard-32955,"Cocoa, Melbourne, Rockledge, Viera",1995,1995,0.691482933,0.015434367
461,32958,834,31,Indian River,Indian River-32958,Sebastian,"Sebastian, Fellsmere, Roseland, Wabasso",481,Indian River-32958,Sebastian,1567,1567,0.563412479,0.005287053
462,32960,835,31,Indian River,Indian River-32960,Vero Beach,"Vero Beach, Gifford, Vero Beach South",482,Indian River-32960,Vero Beach,2275,2275,0.224943788,0.002756441
463,32962,836,31,Indian River,Indian River-32962,Vero Beach,"Florida Ridge, Vero Beach South",483,Indian River-32962,Vero Beach,1651,1651,0.282159821,0.002941854
464,32963,838,31,Indian River,Indian River-32963,Vero Beach,"Orchid, Vero Beach, Indian River Shores, Florida Ridge, South Beach, Wabasso Beach, Windsor",484,Indian River-32963,"Indian River Shores, Orchid, Vero Beach, Winter Park",730,730,1.844359119,0.004389533
465,32963,839,56,St. Lucie,St. Lucie-32963,Vero Beach,South Beach,1019,St. Lucie-32963,Fort Pierce,<5,-2,0.039020085,1.22E-05
466,32966,840,31,Indian River,Indian River-32966,Vero Beach,"Vero Beach, Fellsmere, Gifford, Vero Beach South, West Vero Corridor, Yeehaw Junction",485,Indian River-32966,"Citrus Ridge, Vero Beach",1132,1132,1.650112928,0.036895772
467,32967,844,31,Indian River,Indian River-32967,Vero Beach,"Sebastian, Vero Beach, Fellsmere, Gifford, Wabasso, Winter Beach",486,Indian River-32967,"Orlando, Vero Beach",1854,1854,0.661856055,0.011932895
468,32968,845,31,Indian River,Indian River-32968,Vero Beach,"Florida Ridge, Vero Beach South",487,Indian River-32968,"Citrus Ridge, Vero Beach",885,885,0.730849456,0.011463727
469,32976,847,5,Brevard,Brevard-32976,Sebastian,"Grant-Valkaria, Micco, Roseland",76,Brevard-32976,"Barefoot Bay, Micco, Sebastian",436,436,0.446426763,0.006341312
470,33004,849,6,Broward,Broward-33004,Dania,"Hollywood, Dania Beach",78,Broward-33004,"Dania, Dania Beach, Fort Lauderdale",1435,1435,0.26140047,0.001654651
471,33009,850,6,Broward,Broward-33009,Hallandale,"Aventura, Pembroke Park, West Park, Hallandale Beach, Hollywood",79,Broward-33009,"Hallandale, Hallandale Beach, Hallandle Beach, Orlando, Pembroke Park",4103,4103,0.194705248,0.001299929
472,33010,852,13,Dade,Dade-33010,Hialeah,"Hialeah, Medley, Miami Springs",211,Dade-33010,"Hialeah, Hialeah Gardens, Miami, Miami Gardens",7977,7977,0.16730644,0.000970892
473,33012,853,13,Dade,Dade-33012,Hialeah,"Hialeah, Hialeah Gardens",212,Dade-33012,Hialeah,12703,12703,0.149989807,0.001404183
474,33013,854,13,Dade,Dade-33013,Hialeah,"Hialeah, Opa-locka, West Little River, Westview",213,Dade-33013,"Hialeah, Orlando",6060,6060,0.150141542,0.000894572
475,33014,855,13,Dade,Dade-33014,Hialeah,"Miami Lakes, Miami Gardens, Hialeah, Opa-locka, Country Club",214,Dade-33014,"Hialeah, Hialeah Lakes, Miami Gardens, Miami Lakes",6705,6705,0.186235301,0.001541985
476,33015,857,13,Dade,Dade-33015,Hialeah,"Miami Lakes, Miramar, Country Club, Palm Springs North",215,Dade-33015,"Hialeah, Hialeah Lakes, Miami Beach, Miami Gardens, Miami Lakes, Palm Springs North",10545,10545,0.177630009,0.0015052
477,33016,858,13,Dade,Dade-33016,Hialeah,"Miami Lakes, Hialeah, Hialeah Gardens, Country Club",216,Dade-33016,"Hialeah, Hialeah Gardens, Miami Lakes",8848,8848,0.205503932,0.001157418
478,33018,860,13,Dade,Dade-33018,Hialeah,"Miami Lakes, Hialeah, Hialeah Gardens",217,Dade-33018,"Hialeah, Hialeah Gardens, Miami, Miami Lakes, Orlando",10140,10140,0.456254787,0.006417975
479,33019,861,6,Broward,Broward-33019,Hollywood,"Hallandale Beach, Hollywood, Dania Beach",80,Broward-33019,Hollywood,1376,1376,0.192310879,0.001091718
480,33020,862,6,Broward,Broward-33020,Hollywood,"Pembroke Park, Hallandale Beach, Hollywood, Dania Beach",81,Broward-33020,Hollywood,4509,4509,0.190141349,0.001469726
481,33021,863,6,Broward,Broward-33021,Hollywood,"Pembroke Park, West Park, Hollywood, Dania Beach",82,Broward-33021,"Hollywood, Miami Gardens, Pembroke Park, Weston",5391,5391,0.205515843,0.00201958
482,33023,864,6,Broward,Broward-33023,Hollywood,"Miramar, Pembroke Park, West Park, Hollywood, Pembroke Pines",83,Broward-33023,"Hollywood, Miramar, Pembroke Park, Pembroke Pines, West Hollywood, West Park",7861,7861,0.239251651,0.0022878
483,33024,866,6,Broward,Broward-33024,Hollywood,"Cooper City, Hollywood, Davie, Pembroke Pines",84,Broward-33024,"Cooper City, Edgewood, Hollywood, Miramar, Orlando, Pembroke Pines",8962,8962,0.227168549,0.002577218
484,33025,867,6,Broward,Broward-33025,Hollywood,"Miami Gardens, Miramar, Pembroke Pines, Country Club",85,Broward-33025,"Apopka, Hollywood, Miramar, Pembroke Pines",8707,8707,0.23067533,0.002586997
485,33026,869,6,Broward,Broward-33026,Hollywood,"Cooper City, Davie, Southwest Ranches, Pembroke Pines",86,Broward-33026,"Cooper City, Hollywood, Pembroke Lakes, Pembroke Pines",2873,2873,0.137470657,0.001162824
486,33027,870,6,Broward,Broward-33027,Hollywood,"Miramar, Pembroke Pines, Country Club",87,Broward-33027,"Hollywood, Miramar, Orlando, Pembroke Pines",6649,6649,0.231712172,0.003271845
487,33028,872,6,Broward,Broward-33028,Pembroke Pines,"Davie, Southwest Ranches, Pembroke Pines",88,Broward-33028,"Hollywood, Orlando, Pembroke Pines",3735,3735,0.174866245,0.001383511
488,33029,873,6,Broward,Broward-33029,Hollywood,"Miramar, Southwest Ranches, Pembroke Pines",89,Broward-33029,"Hollywood, Miramar, Orlando, Pembroke Pines",5013,5013,0.313703799,0.004656123
489,33030,875,13,Dade,Dade-33030,Homestead,"Homestead, Florida City, Leisure City",218,Dade-33030,"Everglades National Park, Homestead, Leisure City, Miami, Orlando",5308,5308,0.43460005,0.005407685
490,33031,876,13,Dade,Dade-33031,Homestead,Homestead,219,Dade-33031,"Homestead, Redland",734,734,0.477444243,0.006450523
491,33032,877,13,Dade,Dade-33032,Homestead,"Goulds, Homestead Base, Leisure City, Naranja, Princeton",220,Dade-33032,"Hialeah, Homestead, Miami, Naranja, Princeton",7863,7863,0.417045358,0.005486309
492,33033,878,13,Dade,Dade-33033,Homestead,"Homestead, Islandia, Homestead Base, Leisure City, Naranja",221,Dade-33033,"Homestead, Leisure City, Naranja",8780,8780,0.462143022,0.004171335
493,33034,879,13,Dade,Dade-33034,Homestead,"Homestead, Florida City",222,Dade-33034,"Florida City, Homestead",2872,2872,1.276071872,0.050168742
494,33034,880,44,Monroe,Monroe-33034,Flamingo,Flamingo,673,Monroe-33034,,0,0,3.002748173,0.006511214
495,33035,881,13,Dade,Dade-33035,Homestead,"Homestead, Florida City",223,Dade-33035,Homestead,1836,1836,2.688652883,0.022673662
496,33036,883,44,Monroe,Monroe-33036,Islamorada,"Islamorada, Village of Islands",674,Monroe-33036,Islamorada,192,192,0.977776774,0.00153533
497,33037,885,44,Monroe,Monroe-33037,Key Largo,"Islandia, Key Largo, North Key Largo, Tavernier",675,Monroe-33037,"Cross Key, Key Largo, Ocean Reef Club, Upper Key Largo",896,896,2.278569609,0.008558904
498,33039,886,13,Dade,Dade-33039,Homestead,Homestead Base,224,Dade-33039,Homestead,11,11,0.180416375,0.000786333
499,33040,887,44,Monroe,Monroe-33040,Key West,"Key West, Big Coppitt Key, Stock Island",676,Monroe-33040,"East Rockland Key, Key West, Stock Island, University Of Central Florida",2938,2938,4.426866429,0.006871857
500,33042,888,44,Monroe,Monroe-33042,Summerland Key,Cudjoe Key,677,Monroe-33042,"Big Torch Key, Cudjoe Key, Little Torch Key, Ramrod Key, Sugarloaf, Sugarloaf Key, Summerland Key",283,283,3.92572161,0.006668096
501,33043,889,44,Monroe,Monroe-33043,Big Pine Key,Big Pine Key,678,Monroe-33043,Big Pine Key,121,121,2.135375614,0.004554874
502,33050,890,44,Monroe,Monroe-33050,Marathon,"Marathon, Key Colony Beach, Duck Key",679,Monroe-33050,"Conch Key, Duck Key, Grassy Key, Marathon",679,679,1.757930649,0.002716082
503,33054,892,13,Dade,Dade-33054,Opa Locka,"Miami Lakes, Miami Gardens, Hialeah, Opa-locka, Golden Glades, Westview",225,Dade-33054,"Miami Gardens, Opa Locka",4124,4124,0.234092563,0.00224463
504,33055,894,13,Dade,Dade-33055,Opa Locka,"Miami Lakes, Miami Gardens, Miramar, Country Club",226,Dade-33055,"Carol City, Miami Gardens, Opa Locka",7035,7035,0.161868883,0.001482139
505,33056,896,13,Dade,Dade-33056,Miami Gardens,"Miami Gardens, Miramar",227,Dade-33056,"Carol City, Miami, Miami Gardens, Opa Locka",4866,4866,0.158122439,0.001472199
