,sp_id,sp_gq_id,age,sex
7515,936838899,450000108,20,M
7516,936838900,450000108,22,M
7517,936838901,450000108,21,M
7518,936838902,450000108,19,M
7519,936838903,450000108,18,M
7520,936838904,450000108,19,M
7521,936838905,450000108,19,M
7522,936838906,450000108,19,M
7523,936838907,450000108,20,M
7524,936838908,450000108,19,M
7525,936838909,450000108,19,M
7526,936838910,450000108,19,M
7527,936838911,450000108,21,M
7528,936838912,450000108,18,M
7529,936838913,450000108,19,M
7530,936838914,450000108,22,M
7531,936838915,450000108,23,M
7532,936838916,450000108,19,M
7533,936838917,450000108,22,M
7534,936838918,450000108,23,M
7535,936838919,450000108,21,M
7536,936838920,450000108,19,M
7537,936838921,450000108,19,M
7538,936838922,450000108,19,M
7539,936838923,450000108,19,M
7540,936838924,450000108,18,M
7541,936838925,450000108,24,M
7542,936838926,450000108,19,M
7543,936838927,450000108,18,M
7544,936838928,450000108,21,M
7545,936838929,450000108,18,M
7546,936838930,450000108,19,M
7547,936838931,450000108,22,M
7548,936838932,450000108,21,M
7549,936838933,450000108,19,M
7550,936838934,450000108,30,M
7551,936838935,450000108,19,M
7552,936838936,450000108,19,M
7553,936838937,450000108,22,M
7554,936838938,450000108,20,M
7555,936838939,450000108,24,M
7556,936838940,450000108,19,M
7557,936838941,450000108,27,M
7558,936838942,450000108,22,M
7559,936838943,450000108,19,M
7560,936838944,450000108,18,M
7561,936838945,450000108,19,M
7562,936838946,450000108,19,M
7563,936838947,450000108,24,M
7564,936838948,450000108,23,M
7565,936838949,450000108,19,M
7566,936838950,450000108,23,M
7567,936838951,450000108,22,M
7568,936838952,450000108,23,M
7569,936838953,450000108,18,M
7570,936838954,450000108,24,M
7571,936838955,450000108,19,M
7572,936838956,450000108,18,M
7573,936838957,450000108,19,M
7574,936838958,450000108,19,M
7575,936838959,450000108,20,M
7576,936838960,450000108,20,M
7577,936838961,450000108,21,M
7578,936838962,450000108,20,M
7579,936838963,450000108,20,M
7580,936838964,450000108,22,M
7581,936838965,450000108,22,M
7582,936838966,450000108,19,M
7583,936838967,450000108,28,M
7584,936838968,450000108,19,M
7585,936838969,450000108,21,M
7586,936838970,450000108,19,M
7587,936838971,450000108,24,M
7588,936838972,450000108,18,M
7589,936838973,450000108,21,M
7590,936838974,450000108,29,M
7591,936838975,450000108,19,M
7592,936838976,450000108,19,M
7593,936838977,450000108,20,M
7594,936838978,450000108,22,M
7595,936838979,450000108,20,M
7596,936838980,450000108,22,M
7597,936838981,450000108,22,M
7598,936838982,450000108,22,M
7599,936838983,450000108,18,M
7600,936838984,450000108,24,M
7601,936838985,450000108,19,M
7602,936838986,450000108,24,M
7603,936838987,450000108,18,M
7604,936838988,450000108,23,M
7605,936838989,450000108,23,M
7606,936838990,450000108,19,M
7607,936838991,450000108,18,M
7608,936838992,450000108,23,M
7609,936838993,450000108,27,M
7610,936838994,450000108,27,M
7611,936838995,450000108,19,M
7612,936838996,450000108,22,M
7613,936838997,450000108,19,M
7614,936838998,450000108,20,M
7615,936838999,450000108,19,M
7616,936839000,450000108,20,M
7617,936839001,450000108,19,M
7618,936839002,450000108,21,M
7619,936839003,450000108,19,M
7620,936839004,450000108,20,M
7621,936839005,450000108,22,M
7622,936839006,450000108,19,M
7623,936839007,450000108,18,M
7624,936839008,450000108,24,M
7625,936839009,450000108,19,M
7626,936839010,450000108,24,M
7627,936839011,450000108,22,M
7628,936839012,450000108,21,M
7629,936839013,450000108,18,M
7630,936839014,450000108,18,M
7631,936839015,450000108,18,M
7632,936839016,450000108,21,M
7633,936839017,450000108,18,M
7634,936839018,450000108,19,M
7635,936839019,450000108,35,M
7636,936839020,450000108,19,M
7637,936839021,450000108,23,M
7638,936839022,450000108,19,M
7639,936839023,450000108,19,M
7640,936839024,450000108,22,M
7641,936839025,450000108,22,M
7642,936839026,450000108,29,M
7643,936839027,450000108,23,M
7644,936839028,450000108,27,M
7645,936839029,450000108,24,M
7646,936839030,450000108,19,M
7647,936839031,450000108,20,M
7648,936839032,450000108,19,M
7649,936839033,450000108,19,M
7650,936839034,450000108,19,M
7651,936839035,450000108,19,M
7652,936839036,450000108,24,M
7653,936839037,450000108,18,M
7654,936839038,450000108,20,M
7655,936839039,450000108,19,M
7656,936839040,450000108,20,M
7657,936839041,450000108,19,M
7658,936839042,450000108,20,M
7659,936839043,450000108,23,M
7660,936839044,450000108,18,M
7661,936839045,450000108,28,M
7662,936839046,450000108,18,M
7663,936839047,450000108,19,M
7664,936839048,450000108,20,M
7665,936839049,450000108,21,M
7666,936839050,450000108,19,M
7667,936839051,450000108,19,M
7668,936839052,450000108,24,M
7669,936839053,450000108,18,M
7670,936839054,450000108,18,M
7671,936839055,450000108,19,M
7672,936839056,450000108,19,M
7673,936839057,450000108,21,M
7674,936839058,450000108,28,M
7675,936839059,450000108,20,M
7676,936839060,450000108,19,M
7677,936839061,450000108,19,M
7678,936839062,450000108,19,M
7679,936839063,450000108,22,M
7680,936839064,450000108,24,M
7681,936839065,450000108,21,M
7682,936839066,450000108,19,M
7683,936839067,450000108,19,M
7684,936839068,450000108,19,M
7685,936839069,450000108,19,M
7686,936839070,450000108,18,M
7687,936839071,450000108,20,M
7688,936839072,450000108,22,M
7689,936839073,450000108,24,M
7690,936839074,450000108,19,M
7691,936839075,450000108,22,M
7692,936839076,450000108,23,M
7693,936839077,450000108,20,M
7694,936839078,450000108,22,M
7695,936839079,450000108,19,M
7696,936839080,450000108,18,M
7697,936839081,450000108,20,M
7698,936839082,450000108,19,M
7699,936839083,450000108,21,M
7700,936839084,450000108,20,M
7701,936839085,450000108,19,M
7702,936839086,450000108,24,M
7703,936839087,450000108,19,M
7704,936839088,450000108,19,M
7705,936839089,450000108,19,M
7706,936839090,450000108,24,M
7707,936839091,450000108,21,M
7708,936839092,450000108,24,M
7709,936839093,450000108,19,M
7710,936839094,450000108,18,M
7711,936839095,450000108,19,M
7712,936839096,450000108,23,M
7713,936839097,450000108,22,M
7714,936839098,450000108,26,M
7715,936839099,450000108,23,M
7716,936839100,450000108,18,M
7717,936839101,450000108,20,M
7718,936839102,450000108,18,M
7719,936839103,450000108,19,M
7720,936839104,450000108,23,M
7721,936839105,450000108,20,M
7722,936839106,450000108,18,M
7723,936839107,450000108,20,M
7724,936839108,450000108,21,M
7725,936839109,450000108,22,M
7726,936839110,450000108,19,M
7727,936839111,450000108,18,M
7728,936839112,450000108,22,M
7729,936839113,450000108,23,M
7730,936839114,450000108,18,M
7731,936839115,450000108,19,M
7732,936839116,450000108,18,M
7733,936839117,450000108,18,M
7734,936839118,450000108,23,M
7735,936839119,450000108,19,M
7736,936839120,450000108,18,M
7737,936839121,450000108,18,M
7738,936839122,450000108,18,M
7739,936839123,450000108,19,M
7740,936839124,450000108,20,M
7741,936839125,450000108,20,M
7742,936839126,450000108,19,M
7743,936839127,450000108,25,M
7744,936839128,450000108,20,M
7745,936839129,450000108,22,M
7746,936839130,450000108,22,M
7747,936839131,450000108,21,M
7748,936839132,450000108,19,M
7749,936839133,450000108,23,M
7750,936839134,450000108,19,M
7751,936839135,450000108,21,M
7752,936839136,450000108,18,M
7753,936839137,450000108,18,M
7754,936839138,450000108,19,M
7755,936839139,450000108,19,M
7756,936839140,450000108,20,M
7757,936839141,450000108,20,M
7758,936839142,450000108,20,M
7759,936839143,450000108,21,M
7760,936839144,450000108,19,M
7761,936839145,450000108,20,M
7762,936839146,450000108,19,M
7763,936839147,450000108,21,M
7764,936839148,450000108,19,M
7765,936839149,450000108,19,M
7766,936839150,450000108,19,M
7767,936839151,450000108,18,M
7768,936839152,450000108,19,M
7769,936839153,450000108,18,M
7770,936839154,450000108,19,M
7771,936839155,450000108,17,F
7772,936839156,450000108,16,F
7773,936839157,450000108,17,F
7774,936839158,450000108,19,F
7775,936839159,450000108,18,F
7776,936839160,450000108,22,F
7777,936839161,450000108,21,F
7778,936839162,450000108,18,F
7779,936839163,450000108,19,F
7780,936839164,450000108,23,F
7781,936839165,450000108,21,F
7782,936839166,450000108,21,F
7783,936839167,450000108,19,F
7784,936839168,450000108,24,F
7785,936839169,450000108,19,F
7786,936839170,450000108,23,F
7787,936839171,450000108,18,F
7788,936839172,450000108,20,F
7789,936839173,450000108,20,F
7790,936839174,450000108,19,F
7791,936839175,450000108,19,F
7792,936839176,450000108,18,F
7793,936839177,450000108,23,F
7794,936839178,450000108,20,F
7795,936839179,450000108,22,F
7796,936839180,450000108,19,F
7797,936839181,450000108,19,F
7798,936839182,450000108,18,F
7799,936839183,450000108,19,F
7800,936839184,450000108,19,F
7801,936839185,450000108,18,F
7802,936839186,450000108,18,F
7803,936839187,450000108,20,F
7804,936839188,450000108,23,F
7805,936839189,450000108,19,F
7806,936839190,450000108,20,F
7807,936839191,450000108,18,F
7808,936839192,450000108,20,F
7809,936839193,450000108,20,F
7810,936839194,450000108,19,F
7811,936839195,450000108,18,F
7812,936839196,450000108,22,F
7813,936839197,450000108,19,F
7814,936839198,450000108,19,F
7815,936839199,450000108,22,F
7816,936839200,450000108,18,F
7817,936839201,450000108,18,F
7818,936839202,450000108,33,F
7819,936839203,450000108,18,F
7820,936839204,450000108,20,F
7821,936839205,450000108,20,F
7822,936839206,450000108,22,F
7823,936839207,450000108,19,F
7824,936839208,450000108,19,F
7825,936839209,450000108,19,F
7826,936839210,450000108,18,F
7827,936839211,450000108,21,F
7828,936839212,450000108,23,F
7829,936839213,450000108,19,F
7830,936839214,450000108,24,F
7831,936839215,450000108,22,F
7832,936839216,450000108,19,F
7833,936839217,450000108,21,F
7834,936839218,450000108,19,F
7835,936839219,450000108,21,F
7836,936839220,450000108,20,F
7837,936839221,450000108,23,F
7838,936839222,450000108,21,F
7839,936839223,450000108,18,F
7840,936839224,450000108,18,F
7841,936839225,450000108,24,F
7842,936839226,450000108,19,F
7843,936839227,450000108,18,F
7844,936839228,450000108,24,F
7845,936839229,450000108,46,F
7846,936839230,450000108,18,F
7847,936839231,450000108,20,F
7848,936839232,450000108,19,F
7849,936839233,450000108,35,F
7850,936839234,450000108,22,F
7851,936839235,450000108,19,F
7852,936839236,450000108,18,F
7853,936839237,450000108,18,F
7854,936839238,450000108,18,F
7855,936839239,450000108,18,F
7856,936839240,450000108,19,F
7857,936839241,450000108,19,F
7858,936839242,450000108,18,F
7859,936839243,450000108,18,F
7860,936839244,450000108,19,F
7861,936839245,450000108,18,F
7862,936839246,450000108,18,F
7863,936839247,450000108,21,F
7864,936839248,450000108,21,F
7865,936839249,450000108,23,F
7866,936839250,450000108,19,F
7867,936839251,450000108,19,F
7868,936839252,450000108,19,F
7869,936839253,450000108,19,F
7870,936839254,450000108,23,F
7871,936839255,450000108,21,F
7872,936839256,450000108,23,F
7873,936839257,450000108,18,F
7874,936839258,450000108,22,F
7875,936839259,450000108,19,F
7876,936839260,450000108,19,F
7877,936839261,450000108,18,F
7878,936839262,450000108,19,F
7879,936839263,450000108,19,F
7880,936839264,450000108,19,F
7881,936839265,450000108,18,F
7882,936839266,450000108,22,F
7883,936839267,450000108,20,F
7884,936839268,450000108,20,F
7885,936839269,450000108,24,F
7886,936839270,450000108,29,F
7887,936839271,450000108,19,F
7888,936839272,450000108,19,F
7889,936839273,450000108,18,F
7890,936839274,450000108,18,F
7891,936839275,450000108,20,F
7892,936839276,450000108,19,F
7893,936839277,450000108,19,F
7894,936839278,450000108,19,F
7895,936839279,450000108,21,F
7896,936839280,450000108,18,F
7897,936839281,450000108,18,F
7898,936839282,450000108,19,F
7899,936839283,450000108,19,F
7900,936839284,450000108,19,F
7901,936839285,450000108,21,F
7902,936839286,450000108,22,F
7903,936839287,450000108,20,F
7904,936839288,450000108,19,F
7905,936839289,450000108,22,F
7906,936839290,450000108,19,F
7907,936839291,450000108,19,F
7908,936839292,450000108,18,F
7909,936839293,450000108,19,F
7910,936839294,450000108,19,F
7911,936839295,450000108,22,F
7912,936839296,450000108,19,F
7913,936839297,450000108,19,F
7914,936839298,450000108,19,F
7915,936839299,450000108,19,F
7916,936839300,450000108,18,F
7917,936839301,450000108,21,F
7918,936839302,450000108,19,F
7919,936839303,450000108,19,F
7920,936839304,450000108,19,F
7921,936839305,450000108,19,F
7922,936839306,450000108,21,F
7923,936839307,450000108,18,F
7924,936839308,450000108,18,F
7925,936839309,450000108,23,F
7926,936839310,450000108,24,F
7927,936839311,450000108,19,F
7928,936839312,450000108,19,F
7929,936839313,450000108,18,F
7930,936839314,450000108,19,F
7931,936839315,450000108,19,F
7932,936839316,450000108,20,F
7933,936839317,450000108,21,F
7934,936839318,450000108,24,F
7935,936839319,450000108,21,F
7936,936839320,450000108,19,F
7937,936839321,450000108,24,F
7938,936839322,450000108,18,F
7939,936839323,450000108,18,F
7940,936839324,450000108,18,F
7941,936839325,450000108,18,F
7942,936839326,450000108,18,F
7943,936839327,450000108,28,F
7944,936839328,450000108,19,F
7945,936839329,450000108,19,F
7946,936839330,450000108,20,F
7947,936839331,450000108,19,F
7948,936839332,450000108,19,F
7949,936839333,450000108,19,F
7950,936839334,450000108,21,F
7951,936839335,450000108,28,F
7952,936839336,450000108,23,F
7953,936839337,450000108,22,F
7954,936839338,450000108,18,F
7955,936839339,450000108,18,F
7956,936839340,450000108,20,F
7957,936839341,450000108,19,F
7958,936839342,450000108,18,F
7959,936839343,450000108,19,F
7960,936839344,450000108,21,F
7961,936839345,450000108,18,F
7962,936839346,450000108,19,F
7963,936839347,450000108,18,F
7964,936839348,450000108,19,F
7965,936839349,450000108,19,F
7966,936839350,450000108,20,F
7967,936839351,450000108,18,F
7968,936839352,450000108,19,F
7969,936839353,450000108,19,F
7970,936839354,450000108,19,F
7971,936839355,450000108,20,F
7972,936839356,450000108,21,F
7973,936839357,450000108,19,F
7974,936839358,450000108,23,F
7975,936839359,450000108,19,F
7976,936839360,450000108,19,F
7977,936839361,450000108,18,F
7978,936839362,450000108,18,F
7979,936839363,450000108,24,F
7980,936839364,450000108,18,F
7981,936839365,450000108,31,F
7982,936839366,450000108,24,F
7983,936839367,450000108,21,F
7984,936839368,450000108,22,F
7985,936839369,450000108,18,F
7986,936839370,450000108,18,F
7987,936839371,450000108,24,F
7988,936839372,450000108,21,F
7989,936839373,450000108,20,F
7990,936839374,450000108,19,F
7991,936839375,450000108,22,F
7992,936839376,450000108,18,F
7993,936839377,450000108,24,F
7994,936839378,450000108,21,F
7995,936839379,450000108,19,F
7996,936839380,450000108,40,F
7997,936839381,450000108,22,F
7998,936839382,450000108,19,F
7999,936839383,450000108,19,F
8000,936839384,450000108,19,F
8001,936839385,450000108,19,F
8002,936839386,450000108,22,F
8003,936839387,450000108,27,F
8004,936839388,450000108,22,F
8005,936839389,450000108,22,F
8006,936839390,450000108,19,F
8007,936839391,450000108,21,F
8008,936839392,450000108,18,F
8009,936839393,450000108,20,F
8010,936839394,450000108,22,F
8011,936839395,450000108,20,F
8012,936839396,450000108,18,F
8013,936839397,450000108,19,F
8014,936839398,450000108,20,F
8015,936839399,450000108,22,F
8016,936839400,450000108,20,F
8017,936839401,450000108,22,F
8018,936839402,450000108,18,F
8019,936839403,450000108,19,F
8020,936839404,450000108,20,F
8021,936839405,450000108,18,F
8022,936839406,450000108,20,F
8023,936839407,450000108,21,F
8024,936839408,450000108,19,F
8025,936839409,450000108,19,F
8026,936839410,450000108,19,F
8027,936839411,450000108,19,F
8028,936839412,450000108,20,F
8029,936839413,450000108,20,F
8030,936839414,450000108,18,F
8031,936839415,450000108,20,F
8032,936839416,450000108,21,F
8033,936839417,450000108,19,F
8034,936839418,450000108,19,F
8035,936839419,450000108,19,F
8036,936839420,450000108,18,F
8037,936839421,450000108,20,F
8038,936839422,450000108,19,F
8039,936839423,450000108,18,F
8040,936839424,450000108,19,F
8041,936839425,450000108,19,F
8042,936839426,450000108,19,F
8043,936839427,450000108,18,F
8044,936839428,450000108,24,F
8045,936839429,450000108,19,F
8046,936839430,450000108,19,F
8047,936839431,450000108,19,F
8048,936839432,450000108,19,F
8049,936839433,450000108,22,F
8050,936839434,450000108,26,F
8051,936839435,450000108,20,F
8052,936839436,450000108,19,F
8053,936839437,450000108,19,F
8054,936839438,450000108,18,F
8055,936839439,450000108,22,F
8056,936839440,450000108,21,F
8057,936839441,450000108,19,F
8058,936839442,450000108,19,F
8059,936839443,450000108,19,F
8060,936839444,450000108,19,F
8061,936839445,450000108,20,F
8062,936839446,450000108,21,F
8063,936839447,450000108,21,F
8064,936839448,450000108,19,F
8065,936839449,450000108,18,F
8066,936839450,450000108,19,F
8067,936839451,450000108,19,F
8068,936839452,450000108,20,F
8069,936839453,450000108,18,F
8070,936839454,450000108,18,F
8071,936839455,450000108,24,F
8072,936839456,450000108,21,F
8073,936839457,450000108,22,F
8074,936839458,450000108,21,F
8075,936839459,450000108,20,F
8076,936839460,450000108,19,F
8077,936839461,450000108,21,F
8078,936839462,450000108,20,F
8079,936839463,450000108,19,F
8080,936839464,450000108,24,F
8081,936839465,450000108,23,F
8082,936839466,450000108,20,F
8083,936839467,450000108,18,F
8084,936839468,450000108,24,F
8085,936839469,450000108,20,F
8086,936839470,450000108,18,F
8087,936839471,450000108,19,F
8088,936839472,450000108,21,F
8089,936839473,450000108,19,F
8090,936839474,450000108,22,F
8091,936839475,450000108,19,F
8092,936839476,450000108,19,F
8093,936839477,450000108,25,F
8094,936839478,450000108,23,F
8095,936839479,450000108,19,F
8096,936839480,450000108,19,F
8097,936839481,450000108,24,F
8098,936839482,450000108,19,F
8099,936839483,450000108,20,F
8100,936839484,450000108,23,F
8101,936839485,450000108,19,F
8102,936839486,450000108,19,F
8103,936839487,450000108,19,F
8104,936839488,450000108,18,F
8105,936839489,450000108,19,F
8106,936839490,450000108,19,F
8107,936839491,450000108,19,F
8108,936839492,450000108,19,F
8109,936839493,450000108,19,F
8110,936839494,450000108,21,F
8111,936839495,450000108,18,F
8112,936839496,450000108,20,F
8113,936839497,450000108,22,F
8114,936839498,450000108,19,F
8115,936839499,450000108,22,F
8116,936839500,450000108,18,F
8117,936839501,450000108,18,F
8118,936839502,450000108,20,F
8119,936839503,450000108,22,F
8120,936839504,450000108,18,F
8121,936839505,450000108,20,F
8122,936839506,450000108,18,F
8123,936839507,450000108,19,F
8124,936839508,450000108,24,F
8125,936839509,450000108,19,F
8126,936839510,450000108,23,F
8127,936839511,450000108,18,F
8128,936839512,450000108,18,F
8129,936839513,450000108,19,F
8130,936839514,450000108,20,F
8131,936839515,450000108,23,F
8132,936839516,450000108,19,F
8133,936839517,450000108,22,F
8134,936839518,450000108,18,F
8135,936839519,450000108,19,F
8136,936839520,450000108,21,F
8137,936839521,450000108,20,F
8138,936839522,450000108,20,F
8139,936839523,450000108,19,F
8140,936839524,450000108,21,F
8141,936839525,450000108,19,F
8142,936839526,450000108,21,F
8143,936839527,450000108,22,F
8144,936839528,450000108,20,F
8145,936839529,450000108,22,F
8146,936839530,450000108,19,F
8147,936839531,450000108,21,F
8148,936839532,450000108,22,F
8149,936839533,450000108,19,F
8150,936839534,450000108,19,F
8151,936839535,450000108,18,F
8152,936839536,450000108,19,F
8153,936839537,450000108,23,F
8154,936839538,450000108,21,F
8155,936839539,450000108,19,F
8156,936839540,450000108,22,F
8157,936839541,450000108,23,F
8158,936839542,450000108,18,F
8159,936839543,450000108,19,F
8160,936839544,450000108,20,F
8161,936839545,450000108,19,F
8162,936839546,450000108,18,F
8163,936839547,450000108,23,F
8164,936839548,450000108,23,F
8165,936839549,450000108,19,F
8166,936839550,450000108,18,F
8167,936839551,450000108,20,F
8168,936839552,450000108,19,F
8169,936839553,450000108,18,F
8170,936839554,450000108,19,F
8171,936839555,450000108,18,F
8172,936839556,450000108,19,F
8173,936839557,450000108,19,F
8174,936839558,450000108,19,F
8175,936839559,450000108,20,F
8176,936839560,450000108,19,F
8177,936839561,450000108,19,F
8178,936839562,450000108,22,F
8179,936839563,450000108,19,F
8180,936839564,450000108,21,F
8181,936839565,450000108,20,F
8182,936839566,450000108,19,F
8183,936839567,450000108,23,F
8184,936839568,450000108,19,F
8185,936839569,450000108,19,F
8186,936839570,450000108,18,F
8187,936839571,450000108,18,F
8188,936839572,450000108,21,F
8189,936839573,450000108,19,F
8190,936839574,450000108,21,F
8191,936839575,450000108,19,F
8192,936839576,450000108,19,F
8193,936839577,450000108,21,F
8194,936839578,450000108,18,F
8195,936839579,450000108,19,F
8196,936839580,450000108,20,F
8197,936839581,450000108,19,F
8198,936839582,450000108,21,F
8199,936839583,450000108,19,F
8200,936839584,450000108,18,F
8201,936839585,450000108,18,F
8202,936839586,450000108,21,F
8203,936839587,450000108,24,F
8204,936839588,450000108,18,F
8205,936839589,450000108,20,F
8206,936839590,450000108,18,F
8207,936839591,450000108,19,F
8208,936839592,450000108,19,F
8209,936839593,450000108,20,F
8210,936839594,450000108,22,F
8211,936839595,450000108,21,F
8212,936839596,450000108,21,F
8213,936839597,450000108,18,F
8214,936839598,450000108,20,F
8215,936839599,450000108,20,F
8216,936839600,450000108,18,F
8217,936839601,450000108,19,F
8218,936839602,450000108,19,F
8219,936839603,450000108,19,F
8220,936839604,450000108,18,F
8221,936839605,450000108,18,F
8222,936839606,450000108,18,F
8223,936839607,450000108,23,F
8224,936839608,450000108,19,F
8225,936839609,450000108,22,F
8226,936839610,450000108,24,F
8227,936839611,450000108,31,F
8228,936839612,450000108,20,F
8229,936839613,450000108,19,F
8230,936839614,450000108,22,F
8231,936839615,450000108,24,F
8232,936839616,450000108,22,F
8233,936839617,450000108,20,F
8234,936839618,450000108,19,F
8235,936839619,450000108,18,F
8236,936839620,450000108,19,F
8237,936839621,450000108,19,F
8238,936839622,450000108,19,F
8239,936839623,450000108,22,F
8240,936839624,450000108,19,F
8241,936839625,450000108,22,F
8242,936839626,450000108,21,F
8243,936839627,450000108,20,F
8244,936839628,450000108,20,F
8245,936839629,450000108,19,F
8246,936839630,450000108,22,F
8247,936839631,450000108,22,F
8248,936839632,450000108,18,F
8249,936839633,450000108,19,F
8250,936839634,450000108,24,F
8251,936839635,450000108,18,F
8252,936839636,450000108,18,F
8253,936839637,450000108,19,F
8254,936839638,450000108,19,F
8255,936839639,450000108,22,F
8256,936839640,450000108,19,F
8257,936839641,450000108,19,F
8258,936839642,450000108,27,F
8259,936839643,450000108,20,F
8260,936839644,450000108,18,F
8261,936839645,450000108,22,F
8262,936839646,450000108,19,F
8263,936839647,450000108,21,F
8264,936839648,450000108,21,F
8265,936839649,450000108,19,F
8266,936839650,450000108,23,F
8267,936839651,450000108,18,F
8268,936839652,450000108,21,F
8269,936839653,450000108,23,F
8270,936839654,450000108,22,F
8271,936839655,450000108,19,F
8272,936839656,450000108,24,F
8273,936839657,450000108,42,F
8274,936839658,450000108,21,F
8275,936839659,450000108,18,F
8276,936839660,450000108,19,F
8277,936839661,450000108,20,F
8278,936839662,450000108,18,F
8279,936839663,450000108,23,F
8280,936839664,450000108,20,F
8281,936839665,450000108,18,F
8282,936839666,450000108,19,F
8283,936839667,450000108,24,F
8284,936839668,450000108,23,F
8285,936839669,450000108,19,F
8286,936839670,450000108,19,F
8287,936839671,450000108,22,F
8288,936839672,450000108,19,F
8289,936839673,450000108,18,F
8290,936839674,450000108,19,F
8291,936839675,450000108,24,F
8292,936839676,450000108,19,F
8293,936839677,450000108,19,F
8294,936839678,450000108,21,F
8295,936839679,450000108,23,F
8296,936839680,450000108,20,F
8297,936839681,450000108,20,F
8298,936839682,450000108,21,F
8299,936839683,450000108,19,F
8300,936839684,450000108,22,F
8301,936839685,450000108,19,F
8302,936839686,450000108,19,F
8303,936839687,450000108,23,F
8304,936839688,450000108,21,F
8305,936839689,450000108,20,F
8306,936839690,450000108,21,F
8307,936839691,450000108,19,F
8308,936839692,450000108,19,F
8309,936839693,450000108,22,F
8310,936839694,450000108,19,F
8311,936839695,450000108,21,F
8312,936839696,450000108,20,F
8313,936839697,450000108,19,F
8314,936839698,450000108,18,F
8315,936839699,450000108,18,F
8316,936839700,450000108,19,F
8317,936839701,450000108,19,F
8318,936839702,450000108,22,F
8319,936839703,450000108,22,F
8320,936839704,450000108,19,F
8321,936839705,450000108,21,F
8322,936839706,450000108,20,F
8323,936839707,450000108,21,F
8324,936839708,450000108,24,F
8325,936839709,450000108,19,F
8326,936839710,450000108,21,F
8327,936839711,450000108,19,F
8328,936839712,450000108,21,F
8329,936839713,450000108,21,F
8330,936839714,450000108,21,F
8331,936839715,450000108,21,F
8332,936839716,450000108,19,F
8333,936839717,450000108,22,F
8334,936839718,450000108,23,F
8335,936839719,450000108,22,F
8336,936839720,450000108,23,F
8337,936839721,450000108,20,F
8338,936839722,450000108,21,F
8339,936839723,450000108,20,F
8340,936839724,450000108,19,F
8341,936839725,450000108,18,F
8342,936839726,450000108,18,F
8343,936839727,450000108,20,F
8344,936839728,450000108,21,F
8345,936839729,450000108,18,F
8346,936839730,450000108,24,F
8347,936839731,450000108,19,F
8348,936839732,450000108,21,F
8349,936839733,450000108,21,F
8350,936839734,450000108,22,F
8351,936839735,450000108,21,F
8352,936839736,450000108,19,F
8353,936839737,450000108,24,F
8354,936839738,450000108,18,F
8355,936839739,450000108,24,F
8356,936839740,450000108,23,F
8357,936839741,450000108,18,F
8358,936839742,450000108,18,F
8359,936839743,450000108,21,F
8360,936839744,450000108,18,F
8361,936839745,450000108,19,F
8362,936839746,450000108,18,F
8363,936839747,450000108,19,F
8364,936839748,450000108,21,F
8365,936839749,450000108,19,F
8366,936839750,450000108,18,F
8367,936839751,450000108,18,F
8368,936839752,450000108,18,F
8369,936839753,450000108,19,F
8370,936839754,450000108,21,F
8371,936839755,450000108,18,F
8372,936839756,450000108,19,F
8373,936839757,450000108,24,F
8374,936839758,450000108,23,F
8375,936839759,450000108,19,F
8376,936839760,450000108,19,F
8377,936839761,450000108,19,F
8378,936839762,450000108,20,F
8379,936839763,450000108,18,F
8380,936839764,450000108,19,F
8381,936839765,450000108,19,F
8382,936839766,450000108,19,F
8383,936839767,450000108,20,F
8384,936839768,450000108,19,F
8385,936839769,450000108,24,F
8386,936839770,450000108,19,F
8387,936839771,450000108,21,F
8388,936839772,450000108,22,F
8389,936839773,450000108,18,F
8390,936839774,450000108,19,F
8391,936839775,450000108,19,F
8392,936839776,450000108,18,F
8393,936839777,450000108,20,F
8394,936839778,450000108,20,F
8395,936839779,450000108,23,F
8396,936839780,450000108,24,F
8397,936839781,450000108,21,F
8398,936839782,450000108,19,F
8399,936839783,450000108,19,F
8400,936839784,450000108,21,F
8401,936839785,450000108,18,F
8402,936839786,450000108,19,F
8403,936839787,450000108,20,F
8404,936839788,450000108,21,F
8405,936839789,450000108,24,F
8406,936839790,450000108,19,F
8407,936839791,450000108,19,F
8408,936839792,450000108,24,F
8409,936839793,450000108,21,F
8410,936839794,450000108,22,F
8411,936839795,450000108,23,F
8412,936839796,450000108,19,F
8413,936839797,450000108,20,F
8414,936839798,450000108,21,F
8415,936839799,450000108,21,F
8416,936839800,450000108,21,F
8417,936839801,450000108,19,F
8418,936839802,450000108,19,F
8419,936839803,450000108,18,F
8420,936839804,450000108,20,F
8421,936839805,450000108,22,F
8422,936839806,450000108,18,F
8423,936839807,450000108,19,F
8424,936839808,450000108,21,F
8425,936839809,450000108,18,F
8426,936839810,450000108,21,F
8427,936839811,450000108,18,F
8428,936839812,450000108,18,F
8429,936839813,450000108,24,F
8430,936839814,450000108,21,F
8431,936839815,450000108,24,F
8432,936839816,450000108,23,F
8433,936839817,450000108,20,F
8434,936839818,450000108,19,F
8435,936839819,450000108,18,F
8436,936839820,450000108,30,F
8437,936839821,450000108,18,F
8438,936839822,450000108,19,F
8439,936839823,450000108,19,F
8440,936839824,450000108,18,F
8441,936839825,450000108,22,F
8442,936839826,450000108,21,F
8443,936839827,450000108,20,F
8444,936839828,450000108,20,F
8445,936839829,450000108,21,F
8446,936839830,450000108,22,F
